cycle_n,0-R1,0-R10,0-R11,0-R12,0-R13,0-R14,0-R15,0-R16,0-R17,0-R18,0-R19,0-R2,0-R20,0-R3,0-R4,0-R5,0-R6,0-R7,0-R8,0-R9,31-R1,31-R10,31-R11,31-R12,31-R13,31-R14,31-R15,31-R16,31-R17,31-R18,31-R19,31-R2,31-R20,31-R3,31-R4,31-R5,31-R6,31-R7,31-R8,31-R9,time_s
75,5.839622641509434,5.950652658389048,5.411992263056093,6.493222427603204,6.329292267365662,6.848171152518979,6.71714476317545,4.7275,5.374511892083777,4.943542695836274,5.5140924464487036,6.457568081063965,5.4500927643784784,6.385959534028204,6.85740626920713,6.490534706077715,5.79046997389034,6.8917969996808175,6.839204174820614,7.176005064893954,7.648648648648648,8.168954248366013,7.254337152209493,7.312089971883786,8.099333333333334,8.16055962691539,8.50573936529372,5.771438332763922,6.082153952364515,6.387855387855388,6.584425036390102,8.01035781544256,6.746577876433593,7.619202363367799,8.1028125,8.040920716112533,7.829908314890926,8.519347617524785,8.60438829787234,8.73509060955519,8880.436
76,5.885534591194968,5.991404011461318,5.472920696324952,6.579790511398644,6.406618610747051,6.936853002070394,6.759839893262175,4.768571428571429,5.441604543840966,5.002470007057163,5.5644494550920705,6.517732742241925,5.499443413729128,6.461986511342735,6.923171481253841,6.54400531384922,5.837140992167102,6.957548675390999,6.883561643835616,7.267173156062045,7.718332790621948,8.261437908496733,7.330932896890344,7.404248672289909,8.212,8.252498334443704,8.61816340310601,5.831909805261359,6.14981014842941,6.474201474201474,6.658660844250364,8.091650973006905,6.821679615242323,7.677695716395864,8.1821875,8.13650895140665,7.895984824533671,8.59673808762392,8.693816489361701,8.811861614497529,9000.438
77,5.950314465408805,6.06176376950016,5.5048355899419725,6.617375231053605,6.443971166448231,6.973775017253278,6.826217478318879,4.8082142857142856,5.473908413205538,5.03105151729005,5.597143930853063,6.574730842305256,5.536178107606679,6.510116492949111,6.981868469575907,6.590501494520093,5.883812010443864,6.992020427705075,6.934768427919113,7.32605254827477,7.79290133507001,8.30751633986928,7.309001636661211,7.451421430802874,8.289,8.314123917388407,8.713369345037137,5.888964810386061,6.188816016568865,6.521586521586522,6.710334788937409,8.16195856873823,6.883092859785424,7.768685376661743,8.2709375,8.179987212276215,8.019601644008853,8.692676686920372,8.79122340425532,8.883360790774299,9120.442
78,5.977358490566037,6.098694683221904,5.533204384268214,6.6654343807763405,6.503276539973788,7.019323671497585,6.888925950633756,4.825714285714286,5.512247071352503,5.0712773465067045,5.652010522360015,6.629195693476884,5.595176252319109,6.623543838136113,7.032882606023356,6.643972102291597,5.933093994778068,7.060006383657836,6.987279843444227,7.3630895853118075,7.879843699120808,8.408169934640522,7.3761047463175125,7.534208059981256,8.356666666666667,8.390073284477015,8.787643484132342,6.012982576016399,6.2644114601311705,6.594243594243594,6.794032023289665,8.225988700564972,6.944506104328524,7.802954209748892,8.345,8.25383631713555,8.10180208662662,8.763031659737768,8.883976063829786,8.95815485996705,9240.444
79,6.021069182389937,6.142629735752945,5.588974854932302,6.709180529882933,6.543250327653998,7.087991718426501,6.929619746497665,4.873571428571428,5.550230741924032,5.1185603387438245,5.682074408117249,6.666561114629513,5.6337662337662335,6.606683016554261,7.082360172095882,6.691464629691133,5.965078328981723,7.1101180976699645,7.039465101108937,7.426400759734093,7.9407359166395315,8.454248366013072,7.405237315875614,7.580756013745704,8.422666666666666,8.478014656895404,8.844361917623228,5.951144516569867,6.3058336209872285,6.623025623025623,6.842066957787482,8.312617702448211,7.00739918608953,7.903397341211226,8.4084375,8.316496163682864,8.143850774581093,8.848736808442597,8.93783244680851,9.02833607907743,9360.448
80,6.073270440251572,6.195479146768545,5.598323662153449,6.7680221811460255,6.581258191349934,7.124913733609386,7.010673782521681,4.884285714285714,5.59602413915513,5.136556104446012,5.733558812476512,6.7105763141228625,5.689424860853432,6.641937461679951,7.141979102642901,6.757555629359017,6.0153394255874675,7.158953080114906,7.0479452054794525,7.500791389680279,8.005535656138067,8.543790849673202,7.487397708674305,7.632927210246798,8.482,8.586608927381745,8.924375422012155,6.002391527160915,6.348291335864688,6.683748683748684,6.914847161572053,8.372881355932204,7.066222715501294,7.9698670605613,8.4753125,8.395780051150895,8.247549794498893,8.920051167252959,9.012300531914894,9.109060955518945,9480.451
81,6.109119496855346,6.17510347023241,5.661508704061895,6.818853974121996,6.64089121887287,7.21256038647343,7.042361574382922,4.931785714285715,5.614483493077742,5.176076217360621,5.782412626832018,6.765357821405953,5.71873840445269,6.689147762109135,7.172095881991395,6.776486217203587,6.063968668407311,7.205553782317268,7.117742987606001,7.53434631212409,8.076196678606317,8.590849673202614,7.553518821603928,7.706029365823181,8.548666666666668,8.67255163224517,8.9848075624578,6.047147249743765,6.404211253020366,6.744120744120744,6.983260553129549,8.443816698053986,7.16204217536071,8.01861152141802,8.534375,8.452365728900256,8.275055327220993,8.96674128557723,9.08277925531915,9.182866556836903,9600.455
82,6.160062893081761,6.237822349570201,5.693423597678917,6.8468884781269255,6.672346002621232,7.2522429261559695,7.070046697798532,4.953214285714286,5.650692225772098,5.226887791107974,5.811724915445321,6.8093730208993035,5.770315398886828,6.740343347639485,7.2692071296865395,6.858186648953836,6.094647519582246,7.260453239706352,7.177756033920417,7.595125039569484,8.14392705958971,8.670915032679739,7.593780687397708,7.764448609809435,8.656,8.655896069287142,9.079000675219447,6.100785787495729,6.455988954090438,6.7999297999298,7.000727802037845,8.512868801004394,7.188679245283019,8.083604135893648,8.6421875,8.535805626598465,8.376541258299083,9.07163415414135,9.17253989361702,9.292586490939044,9720.457
83,6.203459119496856,6.275390003183699,5.720502901353965,6.897720271102896,6.74475753604194,7.2939958592132506,7.177451634422948,4.983214285714285,5.700390486332978,5.257233592095978,5.862081924088688,6.841355288157062,5.798515769944341,6.757204169221336,7.274124154886294,6.901693789438725,6.139033942558747,7.3032237472071495,7.210697977821265,7.630579297245964,8.211331813741452,8.735294117647058,7.664157119476268,7.825679475164011,8.711666666666666,8.694536975349767,9.179945982444295,6.1229928254185175,6.50707628581291,6.855738855738855,7.066593886462882,8.572504708097929,7.278949315575287,8.149187592319056,8.6915625,8.584079283887467,8.41068605754031,9.127918132395267,9.220744680851064,9.307413509060956,9840.444
84,6.242452830188679,6.316778096147724,5.756931012250162,6.955329636475662,6.784731323722149,7.345755693581781,7.201801200800534,5.016785714285715,5.730209442669507,5.279816513761468,5.901164975573093,6.891386953768207,5.841929499072356,6.832311465358676,7.318992009834051,6.950514779143142,6.1615535248041775,7.356846473029045,7.286692759295499,7.694840139284584,8.272224031260176,8.809803921568628,7.7014729950900165,7.871290221805686,8.785333333333334,8.77415056628914,9.23767724510466,6.17082336863683,6.552295478080773,6.901017901017901,7.120087336244541,8.65128688010044,7.31890492045875,8.202658788774002,8.7659375,8.646099744245523,8.490357255769839,9.198273105212664,9.29122340425532,9.39341021416804,9960.448
85,6.272955974842767,6.356574339382362,5.77852998065764,6.987060998151571,6.816186107470511,7.359903381642512,7.247498332221481,5.029285714285714,5.75825346112886,5.307339449541284,5.923712889891019,6.933818872704244,5.869387755102041,6.855610055180871,7.366933005531654,6.994021919628031,6.217036553524804,7.406958187041175,7.304957599478147,7.759100981323203,8.397590361445783,8.882679738562091,7.743698854337152,7.929397063417682,8.851333333333333,8.853764157228515,9.288993923024982,6.221728732490605,6.5988954090438385,6.958932958932959,7.184861717612809,8.7263025737602,7.362560118386978,8.263220088626293,8.8184375,8.72346547314578,8.556117609864053,9.19891269587464,9.36968085106383,9.431301482701812,10080.452
86,6.314465408805032,6.410378860235594,5.839458413926499,7.041897720271103,6.864023591087811,7.437888198757764,7.293862575050033,5.0725,5.79765708200213,5.360621030345801,5.981210071401729,7.003483217226092,5.925417439703154,6.908951563458001,7.420712968653964,7.036200597808037,6.2558746736292425,7.456112352377913,7.361056751467711,7.807534029756252,8.439270595897101,8.937908496732026,7.828805237315875,8.016244923461418,8.924666666666667,8.920386409060626,9.383524645509791,6.2866416125726,6.654124956851915,7.015444015444015,7.2427219796215425,8.800690521029503,7.437291897891232,8.306351550960118,8.909375,8.79507672634271,8.611760986405312,9.288455388551327,9.44281914893617,9.540691927512356,10200.455
87,6.359748427672956,6.450811843361986,5.856544165054803,7.084719654959951,6.890235910878113,7.484817115251898,7.3178785857238156,5.095357142857143,5.827831025914093,5.385673959068455,6.007515971439308,7.029132362254591,5.962894248608534,6.951563458001226,7.471112476951444,7.060445034872136,6.2842689295039165,7.4905841046919885,7.406718851924332,7.859765748654637,8.5089547378704,8.980718954248365,7.950572831423895,8.03811308965948,8.949333333333334,8.981012658227849,9.426401080351114,6.30064912880082,6.692440455643769,7.05967005967006,7.286390101892286,8.87445072190835,7.475767665556789,8.401477104874447,8.964375,8.830882352941176,8.66708820739804,9.335785097537576,9.514627659574469,9.600329489291598,10320.464
88,6.387421383647799,6.492199936326011,5.888459058671825,7.1260012322858906,6.938401048492792,7.509316770186335,7.379586390927285,5.117142857142857,5.859424920127796,5.414608327452364,6.02217211574596,7.08581380620646,5.977736549165121,7.01931330472103,7.53779963122311,7.14546662238459,6.337793733681462,7.557612511969358,7.492172211350294,7.889838556505223,8.57570823835884,9.075490196078432,7.920458265139116,8.088722274289285,9.027666666666667,9.044636908727515,9.475692099932479,6.3430133242227535,6.739385571280635,7.1098631098631095,7.339155749636099,8.940677966101696,7.483166851646319,8.47149187592319,9.035625,8.90121483375959,8.74423016123933,9.420211064918453,9.61469414893617,9.661943986820429,10440.471
89,6.4418238993710695,6.5440942375039794,5.929400386847195,7.197781885397412,6.992136304062909,7.5893719806763285,7.48165443629086,5.162142857142857,5.912673056443024,5.459774170783345,6.091319052987599,7.1250791640278655,6.048979591836734,7.050582464745555,7.566687154271666,7.174028561939555,6.372389033942559,7.58187041174593,7.527071102413569,7.944919278252612,8.622272875284924,9.144117647058824,7.951882160392799,8.165260855982506,9.129333333333333,9.099933377748167,9.566509115462525,6.371370003416468,6.806696582671729,7.167076167076167,7.392649199417758,9.008474576271187,7.5767665556788755,8.51344165435746,9.1090625,8.981777493606138,8.785962693645274,9.497921330348577,9.668882978723405,9.779571663920922,10560.473
90,6.483962264150944,6.593123209169055,5.96615087040619,7.220579174368454,7.0520969855832245,7.640441683919945,7.472981987991995,5.187857142857143,5.944621938232162,5.50211714890614,6.139421270199173,7.1640278657378085,6.079035250463822,7.074800735744942,7.610325752919484,7.227499169711059,6.412859007832898,7.640600063836579,7.5655577299412915,8.006964229186451,8.703028329534353,9.240849673202614,8.00621931260229,8.22368009996876,9.176666666666666,9.193870752831446,9.652261985145172,6.451998633413051,6.8529513289609945,7.203931203931204,7.458151382823872,9.045825486503453,7.6437291897891235,8.594977843426884,9.1484375,9.055946291560103,8.858046158710085,9.553565717940518,9.726396276595745,9.769686985172982,10680.476
