cycle_n,0-R1,0-R10,0-R11,0-R12,0-R13,0-R14,0-R15,0-R16,0-R17,0-R18,0-R19,0-R2,0-R20,0-R3,0-R4,0-R5,0-R6,0-R7,0-R8,0-R9,31-R1,31-R10,31-R11,31-R12,31-R13,31-R14,31-R15,31-R16,31-R17,31-R18,31-R19,31-R2,31-R20,31-R3,31-R4,31-R5,31-R6,31-R7,31-R8,31-R9,time_s
34,3.158490566037736,3.092645654250239,2.997098646034816,3.4023413431916203,3.3076671035386633,3.4993098688750863,3.3855903935957303,2.6889285714285713,2.8984735534256303,2.6785462244177842,2.9064261555806086,3.4445851804939833,2.851948051948052,3.3442673206621705,3.528580208973571,3.307539023580206,3.1344647519582245,3.6217682732205554,3.5264187866927594,3.675213675213675,3.7235428199283622,3.849673202614379,3.618330605564648,3.6388628553577007,3.884333333333333,3.8227848101265822,3.974679270762998,3.0047830543218312,3.0918191232309287,3.142857142857143,3.196142649199418,3.8979912115505337,3.233444321124676,3.6782865583456426,3.8853125,3.830562659846547,3.8074612709453053,4.107131435881036,4.139627659574468,4.1037891268533775,3960.179
35,3.243081761006289,3.1817892390958296,3.0751128304319795,3.5083179297597042,3.41480996068152,3.6159420289855073,3.486991327551701,2.7614285714285716,2.9733759318423854,2.748412138320395,2.9951146185644495,3.5468651044965167,2.932838589981447,3.4515634580012264,3.6330669944683467,3.411823314513451,3.2180156657963446,3.7331631024577083,3.628180039138943,3.7891737891737893,3.8430478671442527,3.987908496732026,3.7319148936170214,3.758512964698532,4.014,3.98201199200533,4.116812964213369,3.0939528527502564,3.1846738004832584,3.250614250614251,3.3031295487627363,4.012241054613936,3.338882722900481,3.7997045790251107,4.014375,3.9600383631713556,3.9399304457793236,4.240486088903102,4.274933510638298,4.2520593080724876,4080.183
36,3.331132075471698,3.274434893346068,3.1679561573178594,3.614294516327788,3.511795543905636,3.7215320910973086,3.6030687124749834,2.837857142857143,3.0628328008519703,2.8278052223006354,3.077414505824878,3.6466117796073463,3.030426716141002,3.556100551808706,3.753841425937308,3.5184324144802392,3.304177545691906,3.8461538461538463,3.747553816046967,3.9107312440645776,3.9651579290133507,4.127450980392157,3.8454991816693944,3.880974695407685,4.163666666666667,4.109926715522985,4.264010803511141,3.186197471814144,3.284432171211598,3.34994734994735,3.4122998544395924,4.153170119271814,3.461339252682205,3.93589364844904,4.1653125,4.091751918158568,4.067024976288334,4.400703549728174,4.42686170212766,4.39835255354201,4200.189
37,3.411949685534591,3.364851957975167,3.2343649258542877,3.714109673444239,3.605832241153342,3.824361628709455,3.7191460973982653,2.8921428571428573,3.13880014199503,2.8976711362032463,3.165727170236753,3.734008866371121,3.1142857142857143,3.6554261189454325,3.86140135218193,3.6320159415476585,3.408289817232376,3.953080114905841,3.8499673842139597,4.030389363722697,4.081081081081081,4.264705882352941,3.9472995090016365,3.994376757263355,4.293666666666667,4.234510326449034,4.412221471978393,3.2661428083361805,3.379012771832931,3.441207441207441,3.514556040756914,4.279033270558695,3.562708102108768,4.035450516986706,4.296875,4.22346547314578,4.182105595953209,4.516149664214902,4.551196808510638,4.54168039538715,4320.194
38,3.5044025157232706,3.439987265202165,3.3139909735654416,3.817313616759088,3.6939711664482306,3.933057280883368,3.805537024683122,2.9675,3.2183173588924388,2.976711362032463,3.248778654641112,3.83692210259658,3.1918367346938776,3.7440220723482525,3.9585125998770745,3.7153769511790102,3.47943864229765,4.052345994254708,3.9546640574037832,4.1364355808800255,4.19993487463367,4.370588235294117,4.064484451718494,4.109653233364574,4.411333333333333,4.368421052631579,4.538149898717083,3.3512128459173214,3.4632378322402486,3.548613548613549,3.6131732168850075,4.3976773383553045,3.65889752127266,4.179025110782866,4.4153125,4.335997442455243,4.310464748656339,4.648225135913016,4.6931515957446805,4.675782537067545,4440.199
39,3.5886792452830187,3.5319961795606494,3.3949065119277884,3.920825631546519,3.8066841415465267,4.0565907522429265,3.9099399599733156,3.037142857142857,3.296059637912673,3.039872971065632,3.33032694475761,3.9376187460417986,3.2760667903525045,3.8415082771305946,4.07959434542102,3.8226502822982398,3.561031331592689,4.155761251196936,4.060991519895629,4.2684393795504905,4.310647997394986,4.508169934640523,4.163011456628478,4.235551390190565,4.554333333333333,4.5,4.665428764348413,3.4243252476938846,3.54987918536417,3.6384696384696387,3.707787481804949,4.530445699937226,3.7669256381798,4.292171344165435,4.5415625,4.475063938618926,4.431868479291811,4.794691397505597,4.830452127659575,4.814827018121911,4560.208
40,3.6738993710691825,3.632601082457816,3.483558994197292,4.020024645717807,3.915137614678899,4.168391994478951,4.026684456304203,3.104285714285714,3.3826766063187788,3.1079745942131263,3.4239007891770012,4.04179860671311,3.3736549165120593,3.9420600858369097,4.1850030731407495,3.918299568249751,3.648498694516971,4.272901372486435,4.158186562296152,4.374802152579931,4.431455551937479,4.641503267973857,4.278559738134207,4.335207747578882,4.690666666666667,4.626249167221852,4.821066846725186,3.5131533993850357,3.643424231964101,3.7535977535977536,3.816957787481805,4.648148148148148,3.884942656307806,4.404431314623339,4.660625,4.600703324808184,4.545684476762567,4.926447073872722,4.969747340425532,4.949917627677101,4680.215
41,3.768553459119497,3.7271569563833173,3.5586718246292715,4.112446087492298,3.991153342070773,4.249137336093858,4.136424282855237,3.161785714285714,3.456159034433795,3.169724770642202,3.4904171364148815,4.134262191260292,3.443413729128015,4.038320049049663,4.295328826060233,4.036200597808037,3.7490208877284594,4.378870092563039,4.273972602739726,4.501424501424501,4.547053077173559,4.78202614379085,4.394108019639934,4.451421430802874,4.8036666666666665,4.755496335776149,4.953072248480757,3.5985650837034506,3.7307559544356232,3.835029835029835,3.9079330422125182,4.777463904582548,3.9826119126896042,4.548005908419498,4.8034375,4.7311381074168795,4.66613974075245,5.073552926127278,5.10904255319149,5.099176276771005,4800.225
42,3.85062893081761,3.8061127029608404,3.624113475177305,4.203327171903882,4.077326343381389,4.341959972394755,4.2251501000667115,3.2210714285714284,3.5150869719559816,3.2350035285815104,3.5644494550920705,4.220709309689677,3.500556586270872,4.137952176578786,4.389366933005531,4.114579873796081,3.8156005221932117,4.475263325885733,4.3669275929549904,4.590060145615701,4.655486812113318,4.887254901960785,4.479214402618658,4.554826616682287,4.917666666666666,4.8594270486342435,5.067184334908846,3.6617697300990777,3.82119433897135,3.9206739206739205,3.9952692867540027,4.901129943502825,4.075101738808731,4.644608567208272,4.914375,4.843989769820972,4.790388871324692,5.204349216501439,5.233710106382978,5.2322899505766065,4920.231
43,3.920125786163522,3.888888888888889,3.6921341070277243,4.292051756007393,4.171035386631717,4.458937198067633,4.3232154769846565,3.2882142857142855,3.602413915512957,3.3189837685250527,3.6441187523487413,4.3350221659278025,3.595547309833024,4.240649908031882,4.504917025199754,4.219528395881767,3.893603133159269,4.577721034152569,4.475538160469667,4.715732826843938,4.76847932269619,5.03562091503268,4.5810147299509,4.6738519212746015,5.055666666666666,4.9960026648900735,5.205604321404456,3.7519644687393234,3.903003106662064,4.0263250263250265,4.1008005822416305,5.041117388575016,4.174250832408435,4.776957163958641,5.0428125,4.9721867007672635,4.893771735693962,5.3309881675727535,5.386635638297872,5.375617792421746,5040.237
44,4.000943396226415,3.9834447628143903,3.7688588007736943,4.389710412815774,4.251965923984272,4.554520358868185,4.433955970647098,3.3367857142857145,3.6737664181753638,3.382498235709245,3.7211574596016534,4.422419252691577,3.654916512059369,4.3412017167381975,4.6041794714197914,4.31019594818997,3.97976501305483,4.670603255665497,4.566210045662101,4.8201962646407095,4.8873331162487785,5.1532679738562095,4.696235679214403,4.776632302405498,5.168333333333333,5.122918054630246,5.328831870357866,3.8349846258968228,3.9848118743527787,4.097578097578098,4.199417758369724,5.152856246076585,4.278209396966334,4.898375184638109,5.1790625,5.09462915601023,5.010749288650016,5.4573073233130796,5.50531914893617,5.51993410214168,5160.243
45,4.089308176100629,4.069723018147087,3.8355899419729207,4.4621072088724585,4.345019659239843,4.63871635610766,4.4849899933288855,3.3842857142857143,3.731629392971246,3.4336626676076216,3.7914317925591883,4.497466751108297,3.7250463821892392,4.403126916002453,4.6896127842655195,4.396545998007307,4.0531984334203655,4.765719757421002,4.658186562296152,4.928774928774929,4.985672419407359,5.273202614379085,4.795090016366612,4.8728522336769755,5.283333333333333,5.238840772818121,5.438217420661715,3.910488554834301,4.084225060407318,4.195156195156195,4.287845705967976,5.245762711864407,4.369589345172031,4.990251107828656,5.291875,5.224424552429667,5.122668352829592,5.574992005116726,5.622672872340425,5.633937397034597,5280.248
46,4.158805031446541,4.132760267430754,3.9113475177304964,4.569008009858287,4.441022280471822,4.754313319530711,4.5920613742495,3.460714285714286,3.8267660631877884,3.5105857445306987,3.870725291243893,4.5880303989867,3.7896103896103894,4.504904966278357,4.781499692685925,4.498837595483228,4.126958224543081,4.851579955314395,4.769406392694064,5.008230452674897,5.1022468251383915,5.399019607843138,4.886088379705401,4.990940331146517,5.402333333333333,5.358094603597602,5.567521944632006,3.990775538093611,4.1487745944080086,4.298701298701299,4.3981077147016014,5.36346516007533,4.473177950425454,5.103397341211226,5.4153125,5.337915601023018,5.238697439140057,5.69971218420211,5.750664893617022,5.771004942339374,5400.254
47,4.229874213836478,4.212352753900032,3.983236621534494,4.649414664202095,4.504914809960682,4.848516218081436,4.699466310873916,3.510357142857143,3.8714944976925807,3.5705716302046575,3.9413754227733935,4.668777707409753,3.8764378478664194,4.585836909871245,4.887215734480639,4.585851876453006,4.206592689295039,4.943504628151931,4.853555120678409,5.106679328901551,5.188537935525887,5.510457516339869,4.983306055646481,5.092471102780381,5.525333333333333,5.469020652898068,5.698852126941256,4.053980184489238,4.237141870900932,4.377676377676377,4.475982532751091,5.4846202134337725,4.577506474287828,5.214475627769572,5.51625,5.443734015345268,5.3474549478343345,5.815478094019827,5.880984042553192,5.890939044481055,5520.261
48,4.29748427672956,4.2979942693409745,4.035138620245003,4.726124460874923,4.602228047182176,4.927536231884058,4.781521014009339,3.5625,3.9428470003549876,3.625970359915314,4.007515971439308,4.7514249525015835,3.9521335807050093,4.679950950337217,4.975414874001229,4.679508468947193,4.2653394255874675,5.050111714012129,4.949445531637313,5.221589110477999,5.306740475415174,5.636274509803922,5.087397708674304,5.1918150577944395,5.631666666666667,5.581279147235176,5.801147873058744,4.140758455756748,4.308940283051433,4.461565461565462,4.557132459970888,5.586942875078468,4.666666666666667,5.322895125553915,5.6253125,5.573529411764706,5.46127094530509,5.939878477774225,6.011968085106383,6.03163097199341,5640.284
49,4.381132075471698,4.363896848137536,4.107672469374597,4.810536044362292,4.672673656618611,5.017943409247757,4.832555036691128,3.6239285714285714,4.006389776357827,3.691954834156669,4.061255167230365,4.852121595946802,4.011873840445269,4.741876149601471,5.068223724646589,4.7529060112919295,4.349869451697128,5.136610277689116,5.0479452054794525,5.335232668566002,5.409964181048519,5.7630718954248366,5.1819967266775775,5.28272414870353,5.729333333333333,5.7141905396402395,5.928426738690074,4.214212504270584,4.386952019330342,4.530712530712531,4.657933042212518,5.68361581920904,4.75212726600074,5.458788774002954,5.7553125,5.695012787723785,5.577300031615555,6.0645986568596095,6.129321808510638,6.156836902800659,5760.29
50,4.436163522012579,4.435848455905763,4.16247582205029,4.875847196549599,4.759829619921363,5.107315389924086,4.9282855236824545,3.6760714285714284,4.062477813276535,3.742413549752999,4.137166478767381,4.914502849905003,4.068274582560297,4.83752299202943,5.156422864167179,4.8445699103287945,4.407963446475196,5.217682732205554,5.114807566862361,5.403925292814182,5.506675350048844,5.8581699346405225,5.274631751227496,5.368634801624492,5.844666666666667,5.808794137241839,6.0418636056718436,4.274000683293474,4.452882292026234,4.614952614952615,4.7427219796215425,5.789704959196484,4.843507214206437,5.537370753323486,5.85375,5.800191815856778,5.664875118558331,6.1579788935081545,6.22905585106383,6.255683690280066,5880.296
51,4.508176100628931,4.501751034702324,4.226627981947131,4.970733210104744,4.832896461336828,5.190131124913734,5.028685790527018,3.73,4.131345402910898,3.797106563161609,4.208944006012777,4.993033565547815,4.136549165120594,4.8994481912936845,5.233866011063307,4.904018598472268,4.466057441253263,5.3003511011809765,5.199608610567514,5.496359607470718,5.598502116574406,5.968627450980392,5.389198036006547,5.475476413620743,5.969,5.949367088607595,6.153612424037813,4.365903655620089,4.556437694166379,4.707265707265707,4.829330422125182,5.890144381669805,4.912689604143544,5.651698670605613,5.963125,5.895460358056266,5.779639582674676,6.269907259354014,6.339760638297872,6.386490939044481,6000.301
52,4.572012578616352,4.583890480738618,4.2891682785299805,5.053912507701787,4.924311926605505,5.282263630089717,5.117745163442295,3.790714285714286,4.204472843450479,3.8729710656316163,4.276587748966554,5.069981000633312,4.203710575139146,4.975475168608216,5.329748002458513,4.992693457323148,4.546344647519582,5.371528886051707,5.278864970645793,5.5976574865463755,5.71214588082058,6.06078431372549,5.465139116202946,5.591690096844736,6.067333333333333,6.050966022651566,6.2805536799459825,4.410317731465664,4.624093890231274,4.804843804843805,4.932314410480349,5.989956057752668,5.016278209396966,5.752141802067947,6.0634375,6.002877237851663,5.8719570028454,6.389830508474576,6.451130319148936,6.490609555189456,6120.308
53,4.645597484276729,4.653931868831583,4.338813668600903,5.134935304990758,4.993446920052425,5.350586611456177,5.200800533689126,3.8282142857142856,4.247781327653533,3.915666901905434,4.344231491920331,5.123812539582014,4.257142857142857,5.044757817290006,5.416103257529195,5.06941215543009,4.606723237597911,5.448771145866582,5.361382909328115,5.683444127888572,5.796808857049821,6.18562091503268,5.540098199672668,5.649796938456732,6.187,6.1492338441039305,6.3987170830519915,4.489579774513153,4.698998964445979,4.8718848718848715,4.993449781659389,6.084745762711864,5.12393636699963,5.851403249630724,6.1734375,6.111572890025576,5.962377489724945,6.472657499200512,6.5611702127659575,6.59011532125206,6240.322
54,4.711320754716981,4.7338427252467365,4.4107027724049,5.20486752926679,5.049803407601573,5.443064182194617,5.288525683789193,3.8867857142857143,4.311324103656372,3.9738884968242765,4.409620443442315,5.226725775807473,4.326530612244898,5.1220110361741265,5.489858635525507,5.163068747924278,4.668407310704961,5.544206830513884,5.4380300065231575,5.777144666033555,5.902963204168024,6.2937908496732025,5.63633387888707,5.731333958138082,6.278666666666667,6.262824783477681,6.515867656988521,4.551076187222412,4.761132205730066,4.948753948753949,5.088791848617176,6.2052730696798495,5.211246762856086,5.950664697193501,6.2840625,6.206202046035806,6.072083465064812,6.601215222257755,6.675531914893617,6.698187808896211,6360.326
55,4.791509433962264,4.7968799745304045,4.460025789813024,5.282501540357363,5.148099606815203,5.532781228433402,5.33822548365577,3.9357142857142855,4.381966631167909,4.032815808045166,4.474633596392334,5.303039898670044,4.398515769944342,5.213366033108523,5.600491702519975,5.237794752573896,4.734334203655353,5.623045004787743,5.537834311806915,5.877492877492878,5.997069358515142,6.418954248366013,5.719476268412438,5.834739144017495,6.383,6.336775483011325,6.6336934503713705,4.65357020840451,4.839834311356576,5.037908037908038,5.158660844250364,6.315756434400503,5.284498705142434,6.050516986706056,6.40125,6.339514066496164,6.188428706923807,6.720179085385354,6.782912234042553,6.822405271828665,6480.334
56,4.836477987421383,4.861509073543457,4.534493874919407,5.349353049907578,5.217234600262123,5.605590062111801,5.429286190793863,3.987857142857143,4.443024494142705,4.085391672547636,4.544907929349868,5.374287523749208,4.476808905380334,5.2777437155119555,5.674554394591272,5.308867485885088,4.798629242819843,5.7009256303862115,5.600456621004566,5.962013295346629,6.0937805275154675,6.51078431372549,5.802291325695581,5.907841299593877,6.488333333333333,6.469353764157228,6.74206617150574,4.711991800478305,4.917846047635485,5.117234117234117,5.258733624454148,6.404582548650345,5.371069182389937,6.10546528803545,6.49875,6.42806905370844,6.291495415744547,6.807163415414135,6.907247340425532,6.933443163097199,6600.347
57,4.903459119496856,4.925501432664756,4.587040618955513,5.438385705483673,5.285058977719528,5.671152518978606,5.522014676450968,4.033214285714286,4.500177493787717,4.143260409315455,4.5937617437053735,5.458834705509816,4.520964749536178,5.352851011649295,5.742778119237861,5.37363002324809,4.8596605744125325,5.772741781040536,5.688845401174168,6.005064893953783,6.183327906219472,6.601960784313725,5.88772504091653,6.006872852233677,6.588,6.570619586942039,6.839972991222147,4.756405876323881,5.0003451846738,5.196560196560196,5.331149927219796,6.505335844318895,5.45874953755087,6.20354505169867,6.58625,6.518222506393862,6.379386658235852,6.904381196034538,6.992686170212766,7.048105436573311,6720.352
58,4.962578616352201,4.98790194205667,4.6321727917472595,5.495686999383857,5.36173001310616,5.745341614906832,5.592728485657105,4.062857142857143,4.539581114660987,4.187367678193366,4.649004133784292,5.49461684610513,4.577365491651206,5.431330472103005,5.81960663798402,5.437728329458651,4.930156657963447,5.846473029045643,5.768754076973255,6.111427666983222,6.285900358189515,6.705555555555556,5.984615384615385,6.086535457669478,6.694,6.677215189873418,6.934503713706955,4.827126750939528,5.061788056610286,5.268866268866269,5.413755458515284,6.588198367859385,5.518682944876064,6.3314623338257014,6.684375,6.625639386189258,6.457160923174202,7.0316597377678285,7.122340425531915,7.149588138385503,6840.357
59,5.033333333333333,5.06049028971665,4.676660219213411,5.546210720887246,5.424311926605505,5.800552104899931,5.673448965977318,4.119285714285715,4.603833865814696,4.238532110091743,4.689214580984593,5.56111462951235,4.621150278293135,5.4957081545064375,5.892440073755378,5.512122218532049,4.981396866840731,5.929141398021066,5.826157860404436,6.177587844254511,6.360468902637577,6.790849673202614,6.055646481178396,6.156825991877538,6.7636666666666665,6.749167221852098,7.036799459824443,4.888623163648787,5.101139109423541,5.340821340821341,5.4723435225618635,6.699623352165725,5.593784683684794,6.416543574593796,6.795,6.717071611253197,6.547581410053747,7.128877518388231,7.2087765957446805,7.230971993410214,6960.36
60,5.072327044025157,5.117796879974531,4.72856221792392,5.621072088724584,5.464613368283093,5.884057971014493,5.717811874583055,4.145,4.6524671636492725,4.268877911079746,4.758737316798197,5.608296390120329,4.685714285714286,5.54996934396076,5.942532267977874,5.572235137827964,5.028720626631854,5.979253112033195,5.892041748206132,6.232035454257677,6.456528817974601,6.891176470588236,6.109328968903437,6.245860668541081,6.843,6.846435709526982,7.144496961512491,4.944994875298941,5.172247152226441,5.395577395577396,5.564410480349345,6.77338355304457,5.6799852016278205,6.490103397341211,6.8790625,6.799872122762149,6.644957319000948,7.220019187719859,7.297539893617022,7.337726523887974,7080.364
61,5.120754716981132,5.165870741801974,4.780141843971631,5.694393099199014,5.517693315858454,5.95479641131815,5.793195463642428,4.199285714285714,4.708200212992545,4.312985179957657,4.8181134911687336,5.675110829639012,4.7339517625231915,5.597179644389945,6.002458512599877,5.631019594818997,5.076370757180157,6.051707628471114,5.954011741682975,6.2874327318771766,6.532074242917616,6.968954248366013,6.2042553191489365,6.32114964073727,6.954,6.95236508994004,7.237002025658339,5.007174581482746,5.237487055574732,5.474903474903475,5.626637554585153,6.85247959824231,5.763596004439512,6.56957163958641,6.985625,6.881393861892583,6.736642428074613,7.306044131755677,7.372672872340425,7.439868204283361,7200.369
62,5.173899371069182,5.217128303088188,4.8317214700193425,5.746149106592729,5.590104849279161,6.037612146307798,5.871581054036024,4.245357142857143,4.763933262335819,4.379675370501059,4.856444945509207,5.730208993033566,4.791836734693877,5.671060698957695,6.086355255070682,5.7103952175357025,5.137075718015666,6.1212894988828594,6.0375081539465105,6.374485596707819,6.611201563008792,7.0588235294117645,6.276923076923077,6.381130896594814,7.049333333333333,7.040639573617589,7.328831870357866,5.085753331055688,5.311701760441836,5.553176553176553,5.700509461426492,6.942875078468298,5.854605993340733,6.6581979320531754,7.06875,6.993925831202046,6.812835915270313,7.405500479692996,7.477393617021277,7.5542009884678745,7320.375
63,5.231132075471698,5.290353390639924,4.873629916183107,5.838878619839803,5.66218872870249,6.1021394064872325,5.954302868579052,4.2942857142857145,4.803336883209088,4.44636556104446,4.927846674182638,5.796706776440785,4.868645640074211,5.728694052728388,6.118315918869084,5.749916971105945,5.196475195822455,6.185764443025854,6.094585779517287,6.42798353909465,6.71247150765223,7.161111111111111,6.366612111292962,6.472664792252421,7.202333333333334,7.152564956695536,7.441593517893315,5.12230953194397,5.375215740421125,5.632502632502632,5.774745269286754,7.023540489642184,5.90677025527192,6.725849335302806,7.1559375,7.043158567774936,6.89756560227632,7.477134633834346,7.56781914893617,7.627677100494234,7440.38
64,5.286477987421383,5.3572110792741165,4.950999355254674,5.903573629081947,5.731979030144168,6.181504485852312,6.041360907271514,4.349285714285714,4.861909833155839,4.482709950599859,4.975197294250282,5.866054464851172,4.919480519480519,5.79889638258737,6.20620774431469,5.807372965792096,5.259464751958225,6.253431216086818,6.161121983039791,6.511554289332067,6.795180722891566,7.2444444444444445,6.457937806873977,6.553577007185255,7.206,7.246169220519653,7.536799459824443,5.208062862999658,5.463583016914049,5.692172692172692,5.855531295487627,7.133709981167608,6.003329633740289,6.789955686853767,7.2628125,7.146099744245524,6.994941511223522,7.5948193156379915,7.672872340425532,7.739703459637561,7560.384
65,5.350314465408805,5.420885068449539,4.999355254674404,5.963647566235367,5.790956749672346,6.2522429261559695,6.103068712474983,4.39,4.9250976215832445,4.535638673253352,5.024802705749718,5.941735275490817,4.9814471243042675,5.871244635193133,6.292870313460356,5.886416472932581,5.295691906005222,6.341525694222789,6.229615133724723,6.588160810383033,6.88407684793227,7.337581699346405,6.537806873977087,6.636988441112153,7.326333333333333,7.330113257828114,7.641458474004051,5.261018107277075,5.515015533310321,5.75008775008775,5.940684133915575,7.208097928436912,6.079171291157973,6.914032496307238,7.339375,7.236253196930947,7.07650964274423,7.7019507515190275,7.774601063829787,7.835914332784185,7680.392
66,5.417924528301887,5.480101878382681,5.036750483558994,6.020948860135552,5.832896461336828,6.302967563837129,6.156437625083389,4.4089285714285715,4.964501242456514,4.579040225829217,5.080045095828636,6.00316656111463,5.0319109461966605,5.935622317596566,6.345728334357713,5.971438060445035,5.378263707571802,6.391318225343122,6.321917808219178,6.651155428933206,6.951807228915663,7.425163398692811,6.592798690671031,6.706654170571697,7.389333333333333,7.432045303131246,7.731937879810938,5.307823710283567,5.5712806351398,5.823095823095823,6.0061863173216885,7.303829252981795,6.128745837957824,6.987887740029542,7.3971875,7.327365728900256,7.174517862788492,7.765909817716661,7.860039893617022,7.974299835255354,7800.399
67,5.472641509433962,5.539000318369946,5.084139264990329,6.06007393715342,5.898099606815203,6.376466528640441,6.218812541694463,4.4525,4.993255236066737,4.612561750176429,5.133784291619691,6.058898036732109,5.059369202226345,6.0036787247087675,6.409035033804548,6.03155097974095,5.419386422976501,6.441749122247048,6.386823222439661,6.721747388414055,7.043959622272875,7.541503267973856,6.672340425531915,6.785691971258982,7.462,7.543304463690872,7.8089128966914245,5.37341988384011,5.629616845012081,5.8911898911898914,6.056404657933042,7.39579409918393,6.215686274509804,7.05642540620384,7.486875,7.431265984654732,7.25640214985773,7.880716341541413,7.949468085106383,8.049752883031301,7920.402
68,5.511006289308176,5.60904170646291,5.110251450676983,6.133703019100431,5.955439056356488,6.451690821256038,6.2818545697131425,4.464642857142858,5.048988285410011,4.65878616796048,5.193536264562194,6.095946801773274,5.121706864564008,6.052421827099939,6.4775660725261215,6.100631019594819,5.468668407310705,6.4982444940951165,6.436725375081539,6.810383032605255,7.138717030283296,7.629084967320262,6.723404255319149,6.829740706029366,7.565333333333333,7.6072618254497,7.908845374746793,5.4239836009566105,5.690369347600966,5.94945594945595,6.129912663755459,7.467984934086629,6.299297077321494,7.150664697193501,7.57625,7.505434782608695,7.294656971229845,7.968660057563159,8.05252659574468,8.139373970345964,8040.407
69,5.564779874213836,5.644699140401146,5.180206318504191,6.189155884165126,6.024246395806029,6.515527950310559,6.352901934623082,4.53,5.100461483848066,4.697953422724065,5.231116121758737,6.160544648511716,5.175881261595547,6.107602697731453,6.534726490473264,6.138492195283959,5.5127284595300265,6.55952760932014,6.501630789302022,6.851218740107629,7.1934223380006515,7.701960784313726,6.794762684124386,6.9425179631365195,7.6466666666666665,7.696868754163891,7.99966239027684,5.481380252818585,5.759751467034864,6.015444015444015,6.221615720524017,7.566541117388575,6.3777284498705145,7.204726735598228,7.675625,7.561700767263427,7.3800189693329115,8.049248480972178,8.13497340425532,8.219110378912685,8160.417
70,5.6169811320754715,5.687042343202801,5.219213410702772,6.2255083179297594,6.06389252948886,6.576259489302967,6.414609739826551,4.5617857142857146,5.132410365637202,4.748059280169372,5.284479518977828,6.214692843571881,5.208534322820037,6.157265481299816,6.583282114320836,6.230488209897044,5.56331592689295,6.633258857325248,6.563926940639269,6.897119341563786,7.281015955714751,7.766013071895425,6.876268412438625,6.9990627928772255,7.710666666666667,7.794137241838774,8.100945307224848,5.531602323197814,5.82119433897135,6.075816075816076,6.265647743813683,7.64375392341494,6.414724380318165,7.289512555391433,7.7484375,7.650895140664962,7.46285172304774,8.128877518388231,8.211436170212766,8.32685337726524,8280.421
71,5.662893081761006,5.732250875517352,5.23758865248227,6.308071472581639,6.124508519003932,6.611456176673568,6.469979986657772,4.593928571428571,5.185658501952432,4.784403669724771,5.311161217587373,6.271057631412286,5.2556586270871986,6.220723482526058,6.640135218192993,6.2806376619063435,5.6047650130548305,6.6830513884455796,6.617416829745597,6.964862298195632,7.362422663627483,7.8313725490196076,6.931587561374795,7.079662605435801,7.786666666666667,7.861758827448368,8.171505739365294,5.567133583874274,5.861926130479807,6.137241137241137,6.326783114992722,7.710608913998745,6.482796892341843,7.3506646971935,7.788125,7.710677749360614,7.534302877015492,8.215222257755038,8.305851063829786,8.416144975288303,8400.424
72,5.711320754716981,5.809296402419611,5.299806576402321,6.369377695625385,6.185779816513762,6.709454796411318,6.536024016010674,4.65,5.236776712815051,4.845095271700776,5.3776775648252535,6.323939202026599,5.332096474953618,6.286940527283875,6.709280885064536,6.344403852540684,5.660248041775457,6.743376954995212,6.696020874103066,7.0921177587844255,7.430804298274178,7.938562091503268,7.015384615384615,7.1315213995626365,7.889333333333333,7.9660226515656225,8.307224848075625,5.638196105227195,5.936831204694512,6.207792207792208,6.421397379912664,7.789704959196484,6.5697373288938214,7.417429837518464,7.913125,7.819373401534527,7.600379386658235,8.305084745762711,8.394946808510639,8.497199341021417,8520.428
73,5.74559748427673,5.834447628143903,5.342359767891683,6.423290203327172,6.244102228047182,6.738095238095238,6.586057371581054,4.672142857142857,5.303159389421371,4.868736767819336,5.411499436302142,6.363204559848005,5.374768089053803,6.31361128142244,6.739090350338046,6.368648289604782,5.694190600522194,6.79253112033195,6.715916503587737,7.065843621399177,7.489417127971345,7.984967320261438,7.071358428805238,7.208372383630116,7.961333333333333,8.031645569620252,8.335584064821067,5.678168773488213,5.972385226095962,6.261846261846262,6.458151382823872,7.848085373509102,6.620421753607103,7.493353028064993,7.945,7.873401534526854,7.686057540309832,8.38055644387592,8.46941489361702,8.546952224052719,8640.43
74,5.816037735849057,5.917223814071952,5.382333978078659,6.435304990757856,6.269659239842726,6.792270531400966,6.6584389593062046,4.687857142857143,5.33013844515442,4.915314043754411,5.472003006388576,6.429385687143762,5.407421150278293,6.371244635193133,6.824523663183774,6.458319495184324,5.739556135770235,6.85955952760932,6.776908023483366,7.1424501424501425,7.57212634321068,8.09967320261438,7.148281505728314,7.244611059044049,8.049,8.096269153897401,8.462525320729236,5.73009907755381,6.0293406972730414,6.322920322920323,6.520742358078603,7.96045197740113,6.724380318165002,7.559231905465288,8.0525,7.976662404092072,7.755927916534935,8.471698113207546,8.548204787234043,8.647446457990116,8760.433
